Player,Points
Taylor Townsend,496
Mayar Sherif,484
Alina Korneeva,421
Sloane Stephens,413
Aliaksandra Sasnovich,412
Laura Siegemund,402
Oksana Selekhmeteva,401
Renata Zarazua,382
Jil Teichmann,378
Emiliana Arango,369
Sonay Kartal,367
Robin Montgomery,361
Lanlana Tararudee,351
Eva Lys,340
Claire Liu,340
Varvara Gracheva,337
Storm Hunter,334
Maddison Inglis,333
Polina Kudermetova,331
Xiyu Wang,327
Linda Fruhvirtova,317
Rebeka Masarova,305
Elsa Jacquemot,305
Rebecca Sramkova,304
Leolia Jeanjean,304
Dalma Galfi,299
Elvina Kalieva,298
Dominika Salkova,293
Darja Vidmanova,291
Victoria Jimenez Kasintseva,290
Sofia Kenin,286
Simona Waltert,275
Maria Timofeeva,274
Ella Seidel,272
Kristina Liutova,270
Kaitlin Quevedo,264
(1998) Yuan Yue,257
Sinja Kraus,250
Elina Avanesyan,235
Himeno Sakatsume,232
Taylah Preston,228
Veronika Podrez,223
Moyuka Uchijima,217
Julia Grabher,217
Caterina Grant Tyra,212
Iryna Shymanovich,209
Lois Boisson,207
Mananchaya Sawangkaew,203
Elena Pridankina,200
Francesca Jones,198
Tamara Zidansek,194
Priscilla Hon,190
Kayla Day,190
Marina Bassols Ribera,189
Shuo Liang En,186
Alina Charaeva,185
Zhuoxuan Bai,184
Bianca Andreescu,183
Darja Semenistaja,183
Katarzyna Kawa,174
Jasmin Ortenzi,160
Olga Danilovic,154
Varvara Lepchenko,151
Joanna Garland,150
Harriet Dart,146
Anastasia Gasanova,144
Vera Zvonareva,142
Mai Hontama,141
Lourdes Carle Maria,136
Katherine Sebov,134
Marina Stakusic,132
Viktoriya Tomova,132
Fiona Ferro,132
Emerson Jones,132
Greet Minnen,131
Sofia Costoulas,128
Irina-Camelia Begu,127
Lulu Sun,127
Mia Ristic,127
Susan Bandecchi,127
Celine Naef,126
Julia Riera,126
Aoi Ito,125
Kaja Juvan,124
Hanne Vandewinkel,124
Mary Stoiana,123
Linda Klimovicova,117
Sara Sorribes Tormo,116
Lucrezia Stefanini,116
Mia Pohankova,114
Lucia Bronzetti,114
Mariam Bolkvadze,113
Hanyu Guo,110
Whitney Osuigwe,109
Guiomar Maristany Zuleta De Reales,102
Suzan Lamens,100
Veronika Erjavec,100
Oceane Dodin,99
Leyre Romero Gormaz,99
Beatriz Haddad Maia,95
Youngsuh Lee Carol,95
Chloe Paquet,95
Harmony Tan,94
Tatiana Prozorova,93
Yexin Ma,92
Lin Zhu,91
Akasha Urhobo,91
Polina Iatcenko,91
Gabriela Knutson,88
Heather Watson,87
Polona Hercog,87
Teodora Kostovic,85
Darya Astakhova,83
Ane Mintegi Del Olmo,79
Olivia Gadecki,77
Despina Papamichail,76
Laura Samson,75
Katie Swan,74
Noma Noha Akugue,74
Arina Rodionova,71
Elena Micic,69
Anastasiia Sobolieva,68
Caroline Dolehide,67
Viktoria Morvayova,67
Miriana Tona,67
Clara Burel,66
Noemi Basiletti,65
Anastasia Pavlyuchenkova,64
Lina Gjorcheska,64
Aurora Zantedeschi,64
Barbora Palicova,64
Xinxin Yao,64
Carole Monnet,63
Marketa Vondrousova,61
Julieta Pareja,61
Nao Hibino,59
Bianca Bulgaru Miriam,57
Venus Williams,55
Hannah Klugman,54
Yasmine Kabbaj,54
(Kuzmova) Hruncakova Viktoria,54
Cadence Brace,53
Alice Rame,53
Caroline Werner,53
Weronika Falkowska,52
Xinyu Gao,52
Fangran Tian,51
Alevtina Ibragimova,50
Martina Trevisan,50
Anna-Lena Friedsam,50
Kiara Toth Amarissa,49
Mei Yamaguchi,49
Lola Radivojevic,48
Ayla Aksu,46
Ekaterine Gorgodze,46
Sarah Rakotomanga Rajaonah Tiantsoa,45
Martyna Kubka,44
Kayla Cross,44
Francisca Jorge,44
Mona Barthel,43
Diana Martynov,42
Katarina Zavatska,42
Kathinka von Deichmann,42
Varvara Panshina,41
Deborah Chiesa,41
Justina Mikulskyte,40
Anouk Koevermans,38
Elizabeth Mandlik,38
Lucie Havlickova,37
Gina Feistel,35
Kajsa Rinaldo Persson,35
Alicia Herrero Linana,34
Jeline Vandromme,34
Lisa Pigato,34
Ksenia Efremova,33
Rada Zolotareva,33
Francesca Curmi,33
Tatiana Pieri,33
Nadia Podoroska,32
Sada Nahimana,32
Tereza Martincova,32
Sofya Lansere,32
Mina Hodzic,32
Fiona Crawley,31
Julia Stusek,31
Giorgia Pedone,31
Lia Karatancheva,31
Eudice Chong,30
Yafan Wang,30
Rashmikaa Bhamidipaty Shrivalli,30
Wushuang Zheng,30
Amandine Monnot,30
Federica Urgesi,30
Sahaja Yamalapalli,30
Yelyzaveta Kotliar,30
Lucija Ciric Bagaric,30
Rina Saigo,30
Anna Frey,29
Eva Vedder,29
Dalila Jakupovic,29
Ruxandra Bertea Elena,28
Sakura Hosogi,27
Nika Radisic,26
Naiktha Bains,26
Luisina Giovannini,26
Jessika Ponchet,26
Nuria Parrizas-Diaz,26
Ariana Arseneault,26
Jessica Pieri,26
Victoria Bosio,26
Andrea Lazaro Garcia,26
Lea Boskovic,26
Arantxa Rus,26
Carol Zhao,25
Alana Smith,25
Lucie Nguyen Tan,25
Rebecca Marino,24
Sofia Johnson,24
Margaux Rouvroy,24
Angelina Voloshchuk,24
Elizara Yaneva,24
Julia Avdeeva,24
Erika Andreeva,24
Clervie Ngounoue,23
Viola Turini,23
Yufei Ren,23
Sofia Sanchez Ana,23
Alicia Dudeney,23
Selena Janicijevic,23
Lea Ma,23
Manon Leonard,23
Carson Branstine,22
Jennifer Brady,22
Sijia Wei,22
Aliona Falei,22
Lizette Cabrera,22
Anna Siskova,22
Vendula Valdmannova,22
Chengyiyi Yuan,22
Hayu Kinoshita,22
Laura Pigossi,22
Madison Brengle,22
Emma Dong,21
Misaki Matsuda,21
Daria Khomutsianskaya,21
Berfu Cengiz,21
Zongyu Li,21
Zuzanna Pawlikowska,21
Nuria Brancaccio,21
Irene Burillo Escorihuela,21
Silvia Ambrosio,20
Nadine Smith Tina,20
Gabriela Lee,20
Sachia Vickery,20
Lisa Zaar,20
Yeonwoo Ku,20
Jule Niemeier,20
Matilde Jorge,20
Esther Adeshina,20
Xiaodi You,20
Louisa Chirico,19
Momoko Kobori,19
Kristina Mladenovic,19
Astrid Lew Yan Foon,19
Alexandra Shubladze,19
Diletta Cherubini,19
Arianne Hartono,18
Mariia Tkacheva,18
Reese Brantmeier,18
Dalina Amariei Ilinca,18
Ayano Shimizu,18
Camilla Rosatello,18
Kristiana Sidorova,18
Amandine Hesse,18
Wilda Hennemann Caijsa,18
Anastasia Tikhonova,18
Adelina Lachinova,17
Katarina Jokic,17
Kristina Penickova,17
Peangtarn Plipuech,17
Ayana Akli,17
Sinclair Rogers Anna,17
Sara Popa Maria,16
Ekaterina Yashina,16
Eva Bennemann,16
Kylie Collins,16
Alice Tubello,16
Tena Lukas,16
Isabella Shinikova,16
Xinran Sun,15
Aliona Bolsova Zadoinov,15
Eri Shimizu,15
Aneta Laboutkova,15
Ekaterina Perelygina,15
Sohyun Park,15
Laura Mair,15
Ekaterina Kazionova,15
(2001) Kuzmova Katarina,15
Katarzyna Piter,14
Maria Kozyreva,14
Mingge Xu,14
Julie Belgraver,14
Georgina Garcia-Perez,14
Johanna Brockmann Tessa,14
Alisa Oktiabreva,13
Andreea Herea Carmen,13
Cody Wong Hong Yi,13
Ekaterina Ovcharenko,13
Ankita Raina,13
Zhibek Kulambayeva,13
Anastasia Kulikova,13
Kyoka Okamura,13
Aran Teixido Garcia,13
Yasmine Mansouri,13
Kennedy Drenser-Hagmann,12
Victoria Brand,12
Irina Fetecau,12
Amy Zhu,12
Mika Stojsavljevic,12
Madelyn Nugroho Priska,12
Ipek Oz,12
Elina Nepliy,12
Vaishnavi Adkar,12
Thasaporn Naklo,12
Elena Malygina,12
Jennifer Ruggeri,12
Anastasia Zolotareva,12
Miho Kuramochi,12
Madison Sieg,12
Jia-Jing Lu,12
Haruka Kaji,12
Valentina Ryser,12
Georgiana Serban Raluca,12
Han Shi,12
Dalila Spiteri,12
Zarina Diyas,11
Danka Kovinic,11
Andreea Prisacariu,11
Serena Williams,10
Nicole Fossa Huergo,10
Martina Colmegna,10
Carlota Martinez Cirez,10
Yiming Dang,9
Katrina Scott,9
Alessandra Mazzola,9
Emily Appleton,9
Sara Saito,9
Carolyn Ansari,9
Ella McDonald,8
Ena Shibahara,8
Anouck Vrancken Peeters,8
Angela Fita Boluda,8
Ellie Schoppe,7
Lucia Cortez Llorca,7
Yaroslava Bartashevich,7
Yidi Yang,7
Allura Zamarripa,6
Astra Sharma,6
Avery Alexander,6
Dalayna Hewitt,6
Tara Wuerth,6
Shilin Xu,6
Urszula Radwanska,6
Jaeda Daniel,6
Nadiya Kolb,5
Kaur Thandi Karman,5
Hiroko Kuwata,5
Tahlia Kokkinis,5
Yujia Huang,5
Sayaka Ishii,5
Briana Szabo,5
Marie Dittmann Gina,5
Ana Petkovic,4
Edie Griffiths,4
Jodie Burrage,4
Lily Miyazaki Yuriko,4
Mia Horvit,4
Sara Daavettila,4
Valeria Savinykh,4
Victoria Hu,4
Ying Zhang,4
Liv Boulard,4
Cristina Diaz Adrover,4
Elena Cabezas Dominguez Sofia,4
Akua Stoiber Ranah,4
Maria Martinez Vaquero,4
Julie Struplova,4
Amelia Rajecki,4
Chenting Zhu,4
Valeriya Strakhova,4
Sapfo Sakellaridi,4
Aleksandra Krunic,3
Anastasija Sevastova,3
Gabriela Agra Amorim,3
Destanee Aiava,3
Renee Alame,3
Analu Freitas,3
Naoko Eto,3
Stefani Webb,3
Marta Lombardini,3
Eleejah Inisan,3
Ada Kumru,3
Katy Dunne,3
Cagla Buyukakcay,3
Beatrice Ricci,3
Alana Subasic,3
Ruth Roura Llaverias,3
Francesca Pace,3
Ana Grubor,3
Carolina Alves,3
Tiphanie Lemaitre,3
Bernarda Pera,2
Vitoria Leme Da Silva Nauhany,2
