Player,Points
Tamara Zidansek,72
Arina Rodionova,71
Guiomar Maristany Zuleta De Reales,71
Fiona Ferro,70
Jessika Ponchet,69
Laura Samson,68
Mary Stoiana,68
Polona Hercog,67
Matilde Jorge,66
Caterina Grant Tyra,65
Bianca Andreescu,63
Beatriz Haddad Maia,63
Elena Pridankina,63
Shuo Liang En,62
Anastasia Pavlyuchenkova,62
Marketa Vondrousova,61
Carole Monnet,58
Elina Avanesyan,57
Polina Iatcenko,57
Gabriela Knutson,57
Mia Pohankova,54
Alina Charaeva,54
Caroline Dolehide,53
Hanyu Guo,52
Despina Papamichail,52
Hanne Vandewinkel,52
Ane Mintegi Del Olmo,51
Xiyu Wang,49
Fangran Tian,49
Viktoria Morvayova,48
Mei Yamaguchi,48
Veronika Erjavec,46
Francisca Jorge,45
Marina Bassols Ribera,44
Lucrezia Stefanini,44
Venus Williams,43
Youngsuh Lee Carol,42
Claire Liu,39
Kiara Toth Amarissa,38
Mia Ristic,38
Yexin Ma,38
Varvara Panshina,37
Lourdes Carle Maria,36
Wushuang Zheng,36
Diana Martynov,35
Julieta Pareja,34
Tereza Martincova,34
Rada Zolotareva,33
Harmony Tan,32
Lin Zhu,32
Elizabeth Mandlik,32
Sara Sorribes Tormo,32
Lucia Bronzetti,32
Greet Minnen,31
Yasmine Kabbaj,31
Caroline Werner,31
Anastasia Gasanova,31
Lia Karatancheva,31
Eudice Chong,30
Yafan Wang,30
Rashmikaa Bhamidipaty Shrivalli,30
Sahaja Yamalapalli,30
Mananchaya Sawangkaew,30
Xinxin Yao,30
Cadence Brace,28
Anna Frey,27
Sakura Hosogi,27
Nuria Parrizas-Diaz,26
Heather Watson,25
Naiktha Bains,25
Miriana Tona,25
Lola Radivojevic,24
Teodora Kostovic,23
Ksenia Efremova,22
Jennifer Brady,22
Alevtina Ibragimova,22
Chengyiyi Yuan,22
Johanna Brockmann Tessa,22
Lucie Havlickova,22
Anastasia Zolotareva,22
Ekaterine Gorgodze,22
Misaki Matsuda,21
Lucie Nguyen Tan,21
Lina Gjorcheska,21
Tatiana Prozorova,21
Zongyu Li,21
Amandine Monnot,21
Lizette Cabrera,21
Sofia Sanchez Ana,21
Dalila Jakupovic,21
Anouk Koevermans,21
Selena Janicijevic,21
Kathinka von Deichmann,21
Mai Hontama,21
Silvia Ambrosio,20
Nadine Smith Tina,20
Carson Branstine,20
Jil Teichmann,20
Gabriela Lee,20
Harriet Dart,20
(Kuzmova) Hruncakova Viktoria,20
Elena Micic,20
Suzan Lamens,20
Justina Mikulskyte,20
Manon Leonard,20
Madison Brengle,20
Momoko Kobori,19
Astrid Lew Yan Foon,19
Martina Trevisan,19
Aliona Falei,19
Louisa Chirico,19
Irene Burillo Escorihuela,19
Arianne Hartono,18
Sijia Wei,18
Ayano Shimizu,18
Kayla Cross,18
Angelina Voloshchuk,18
Anna Siskova,18
Camilla Rosatello,18
Kristiana Sidorova,18
Vendula Valdmannova,18
Anastasia Tikhonova,18
Rina Saigo,18
Mona Barthel,18
Anna-Lena Friedsam,18
Mariia Tkacheva,17
Ipek Oz,17
Katarina Jokic,17
Peangtarn Plipuech,17
Oceane Dodin,17
Leyre Romero Gormaz,17
Fiona Crawley,16
Madelyn Nugroho Priska,16
Sarah Rakotomanga Rajaonah Tiantsoa,16
Celine Naef,16
Diletta Cherubini,16
Katherine Sebov,16
Laura Pigossi,16
Kristina Mladenovic,15
Sohyun Park,15
Eri Shimizu,15
Eva Vedder,15
Aliona Bolsova Zadoinov,15
Sofya Lansere,15
Tena Lukas,15
Yufei Ren,15
Nao Hibino,15
Katarzyna Piter,14
Yeonwoo Ku,14
Mina Hodzic,14
Xinyu Gao,14
Jessica Pieri,14
Xiaodi You,14
Amy Zhu,13
Ayana Akli,13
Thasaporn Naklo,12
Vaishnavi Adkar,12
Alisa Oktiabreva,12
Kyoka Okamura,12
Haruka Kaji,12
Jia-Jing Lu,12
Miho Kuramochi,12
Noma Noha Akugue,12
Julie Belgraver,12
Ekaterina Kazionova,12
Susan Bandecchi,12
Han Shi,12
Katarina Zavatska,12
Zarina Diyas,11
Robin Montgomery,11
Ruxandra Bertea Elena,11
Lois Boisson,10
Irina-Camelia Begu,10
Carlota Martinez Cirez,10
Nicole Fossa Huergo,9
Ayla Aksu,9
Sara Saito,9
Carol Zhao,8
Yasmine Mansouri,8
Bianca Bulgaru Miriam,7
Ena Shibahara,7
Lea Ma,7
Yidi Yang,7
Dalila Spiteri,7
Dalayna Hewitt,6
Tara Wuerth,6
Zhibek Kulambayeva,6
Cody Wong Hong Yi,6
Anouck Vrancken Peeters,6
Victoria Bosio,6
Shilin Xu,6
Yaroslava Bartashevich,6
Francesca Curmi,6
Zuzanna Pawlikowska,6
Lucija Ciric Bagaric,6
Jule Niemeier,6
Georgiana Serban Raluca,6
Arantxa Rus,6
Carolyn Ansari,6
Nika Radisic,5
Ekaterina Ovcharenko,5
Nadiya Kolb,5
Berfu Cengiz,5
Sara Popa Maria,5
Lea Boskovic,5
Barbora Palicova,5
Alice Rame,5
Isabella Shinikova,5
Ana Petkovic,4
Mia Horvit,4
Ankita Raina,4
Sachia Vickery,4
Chenting Zhu,4
Alana Smith,4
Weronika Falkowska,4
Sara Daavettila,4
Martina Colmegna,4
Anastasia Kulikova,4
Marie Dittmann Gina,4
Sada Nahimana,4
Lucia Cortez Llorca,4
Cristina Diaz Adrover,4
Elena Cabezas Dominguez Sofia,4
Victoria Hu,4
Alice Tubello,4
Tahlia Kokkinis,3
Stefani Webb,3
Destanee Aiava,3
Astra Sharma,3
Aleksandra Krunic,3
Anastasija Sevastova,3
Gabriela Agra Amorim,3
Renee Alame,3
Adelina Lachinova,3
Analu Freitas,3
Mingge Xu,3
Hiroko Kuwata,3
Ada Kumru,3
Ruth Roura Llaverias,3
Emily Appleton,3
Alana Subasic,3
Tiphanie Lemaitre,3
Vitoria Leme Da Silva Nauhany,2
Bernarda Pera,2
Monika Ekstrand,2
Ekaterina Reyngold,2
Sara Lanca,2
Yiming Dang,2
Cagla Buyukakcay,2
Yu Ye Qiu,2
Naoko Eto,2
Luisina Giovannini,2
Ikumi Yamazaki,2
Thea Frodin,2
Katrina Scott,2
Sarah Rokusek,2
Martina Capurro Taborda,2
Ekaterina Yashina,2
Defne Cirpanli,2
Erika Andreeva,2
Carolina Alves,2
Valeriya Strakhova,2
Anastasiia Sobolieva,2
Elizara Yaneva,2
Sinclair Rogers Anna,2
Isabella Guillen Giselle,1
Mara Gae,1
Andreea Herea Carmen,1
Brenda Fruhvirtova,1
Maria Kozyreva,1
Marian Gomez Pezuela Cano,1
Teresa Franco Dias,1
Alice Robbe,1
Freya Christie,1
Yvonne Cavalle-Reimers,1
Ana Bogdan,1
Emily Webley-Smith,1
Madalena Matias,1
Xinran Sun,1
Tori Russell,1
Jizelle Sibai,1
Sarah Mildren,1
Vlada Kozak,1
Carlota Corte,1
Isabel Higuita Barraza Mariana,1
Maitane Arconada Usue,1
Ana Konjuh,1
Min Liu,1
Ellie Schoppe,1
Maaya Rajeshwaran Revathi,1
Carmen Lopez Martinez,1
Mary Lewis,1
Shiyu Ye,1
Kanon Sawashiro,1
Eleejah Inisan,1
Julie Pastikova,1
Ksenia Zaytseva,1
Carmen Gallardo Guevara,1
Filipa Santos Ana,1
Ava Beck,1
Aishi Das,1
Victoria Pohle,1
Elyse Tse,1
Malaika Rapolu,1
Camila Torres Murcia Maria,1
Carson Tanguilig,1
Jamie Loeb,1
Nahia Berecoechea,1
Dileep Nitture Akanksha,1
Elizabeth Coleman,1
Monique Barry,1
Selina Atay,1
Meiling Wang,1
Zeel Desai,1
Saumya Vig,1
Ylena In-Albon,1
Amandine Hesse,1
Yujia Huang,1
Sonal Patil,1
Julia Stusek,1
Laquisa Khan,1
Maria Garcia Cid,1
Vaidehi Chaudhari,1
Oceane Babel,1
Gabriella da Silva Fick,1
Ilay Yoruk,1
Katie Swan,1
Gabriela Ce,1
Denislava Glushkova,1
Hanna Chang,1
Victoria Rodriguez,1
Valentina Mediorreal Arias,1
Irem Kurt,1
Aoi Ito,1
Gina Feistel,1
Briana Szabo,1
Aran Teixido Garcia Maria,1
Eva Bennemann,1
Alicia Dudeney,1
Darya Astakhova,1
Haley Giavara,1
Tatiana Pieri,1
Alicia Herrero Linana,1
Kajsa Rinaldo Persson,1
Sofia Shapatava,1
Angela Fita Boluda,1
Sapfo Sakellaridi,1
Kennedy Drenser-Hagmann,0
