Player,Points
Mees Rottgering,75
Yasutaka Uchiyama,75
Alex Barrena,75
Paul Jubb,75
Carl Emil Overbeck,74
Beibit Zhukayev,74
Andre Ilagan,74
Jacob Fearnley,73
Matej Dodig,73
Luciano Emanuel Ambrogi,73
Robin Bertrand,73
Andrej Martin,72
Oliver Crawford,72
Jason Kubler,71
Sean Cuenin,71
Henry Searle,71
Petr Nesterov,71
Niels Visker,71
Martin Krumich,71
Marko Topo,70
Bernard Tomic,70
Daniel Masur,70
Francesco Forti,69
Lucio Ratti,69
Colin Sinclair,68
Sascha Gueymard Wayenburg,68
Max Schoenhaus,67
Max Hans Rehberg,66
Juan Bautista Torres,66
Oriol Roca Batalla,66
Tai Sach,66
Giles Hussey,66
Jacopo Vasami,65
Maxim Mrva,65
Oleg Prihodko,65
Robert Strombachs,65
Cannon Kingsley,65
Enrico Dalla Valle,64
Dragos Nicolae Madaras,64
Cyril Vandermeersch,64
Dali Blanch,64
Alejo Sanchez Quilez,64
Denis Yevseyev,64
Hiroki Moriya,64
Andrea Vavassori,63
Hugo Grenier,63
Henri Squire,63
Tyler Zink,63
Jordan Thompson,62
Hamish Stewart,62
Lui Maxted,62
Quinn Vandecasteele,62
Justin Engel,62
Maximus Jones,62
Akira Santillan,62
Ioannis Xilas,62
Emile Hudd,62
Yanki Erel,61
Tommaso Compagnucci,61
Samuele Pieri,61
Anton Shepp,60
Enzo Aguiard,59
Stefan Palosi,59
Daniel Dutra da Silva,59
Antoine Ghibaudo,58
Matthew William Donald,58
Murkel Dellien,58
Taro Daniel,57
Karim Bennani,56
Duje Ajdukovic,56
Sandro Kopp,56
Jerome Kym,55
Max Basing,55
Arthur Weber,55
Calvin Hemery,55
Ivan Gakhov,55
Federico Arnaboldi,55
Digvijaypratap Singh,55
Garrett Johns,55
Shintaro Mochizuki,54
Juan Sebastian Gomez,54
Justin Boulais,54
Sumit Nagal,54
Andres Martin,54
Luca Castelnuovo,53
Yuta Shimizu,53
Daniel Michalski,53
Marvin Moeller,53
David Jorda Sanchis,53
Christian Langmo,53
Andrey Chepelev,53
Daniel Siniakov,52
Yi Zhou,52
Semen Pankin,52
Amir Omarkhanov,52
Karan Singh,52
Sergio Callejon Hernando,51
Fares Zakaria,51
Arthur Nagel,51
Daniel Milavsky,51
Arthur Cazaux,50
Guy Den Ouden,50
Taha Baadi,50
Alexander Binda,50
Georgii Kravchenko,50
Petr Bar Biryukov,50
Laslo Djere,49
Kilian Feldbausch,49
Cezar Cretu,49
Nerman Fatic,49
Marc Polmans,49
Maxime Chazal,49
Mark Lajal,49
Anton Matusevich,49
Adrian Boitan,48
Gavin Young,48
Ivan Marrero Curbelo,48
Dan Added,48
Duncan Chan,47
Mika Brunold,47
Ivan Ivanov,47
Pavle Marinkov,47
Dimitar Kuzmanov,47
Dan Martin,47
Alex Marti Pujolras,46
Johan Nikles,46
Alan Fernando Rubio Fierros,46
Masamichi Imamura,46
Pedro Sakamoto,46
Matthew Dellavedova,46
Aziz Ouakaa,46
Lilian Marmousez,45
Rudolf Molleker,45
Yaroslav Demin,45
Vadym Ursu,45
Samuel Vincent Ruggeri,45
Daniel Elahi Galan,44
Moez Echargui,44
Sergi Perez Contri,44
Jack Loge,44
Izan Almazan Valiente,44
Daniel Rincon,43
Tiago Torres,43
Gonzalo Villanueva,43
Lukas Pokorny,42
Sebastian Sorger,42
Karlis Ozolins,42
Corentin Denolly,42
Cruz Hewitt,42
Paulo Andre Saraiva Dos Santos,42
Santiago Rodriguez Taverna,42
Alessandro Pecci,41
Giuseppe La Vela,41
Alex Hernandez,41
John Echeverria,41
Geoffrey Blancaneaux,41
Federico Iannaccone,41
Lorenzo Joaquin Rodriguez,41
Mathys Erhard,41
Aidan McHugh,40
Koki Matsuda,40
Petr Brunclik,40
Sidharth Rawat,40
Felix Balshaw,40
Andrew Fenty,40
Leo Borg,40
Moerani Bouzige,40
Olaf Pieczkowski,39
Christoph Negritu,39
Olle Wallin,39
Patrick Zahraj,39
Cedrik-Marcel Stebe,38
Laurent Lokoli,38
Oskar Brostrom Poulsen,38
Millen Hurrion,38
Miguel Tobon,38
Reda Bennani,38
Hikaru Shiraishi,38
Toufik Sahtali,38
Omar Jasika,38
Tristan Boyer,37
Maximo Zeitune,37
Nicolas Villalon,37
Carlos Maria Zarate,37
Lorenzo Carboni,37
Dusan Obradovic,37
Mats Rosenkranz,36
Hunter Heck,36
Daniel Antonio Nunez,36
Lucas Poullain,36
Matteo Covato,36
Gilles Arnaud Bailly,36
Viktor Durasovic,36
Robin Catry,36
Massimo Giunta,36
Karl Poling,36
Nicolas Tepmahc,36
Harold Mayot,35
Gabriel Ghetu,35
Kei Nishikori,35
Daniel De Jonge,35
Mitchell Krueger,35
Ryan Colby,35
Eero Vasa,35
Patrick Schoen,35
Karol Filar,35
Milos Karol,34
Joaquin Aguilar Cardozo,34
Juan Cruz Martin Manzano,34
Jie Cui,34
Mitsuki Wei Kang Leong,34
Hyeon Chung,34
Matt Kuhar,34
Saba Purtseladze,34
Johannus Monday,33
Conner Huertas del Pino,33
