Player,Points
Jan Choinski,79
Gauthier Onclin,79
Luka Pavlovic,78
Marc-Andrea Huesler,77
Juan Manuel La Serna,77
Franco Roncadelli,77
Alastair Gray,76
Blake Ellis,76
Lorenzo Sonego,75
Yasutaka Uchiyama,75
Andrea Guerrieri,75
Alex Barrena,75
Carlos Sanchez Jover,75
Miguel Damas,75
Alex Martinez,74
Federico Bondioli,74
Jacob Fearnley,73
Matej Dodig,73
Alvaro Guillen Meza,73
Andrej Martin,72
Philip Sekulic,72
Carl Emil Overbeck,72
Gonzalo Bueno,72
Jason Kubler,71
Sean Cuenin,71
Edas Butvilas,71
Bernard Tomic,70
Florent Bax,70
Alafia Ayeni,69
Max Alcala Gurri,69
Dominic Stricker,68
Philip Henning,67
Luciano Emanuel Ambrogi,67
Franco Agamenone,67
Oliver Crawford,66
Jonas Forejtek,66
Manas Dhamne,66
Vitaliy Sachko,65
Oleg Prihodko,65
Maxim Mrva,65
Dragos Nicolae Madaras,64
Tai Sach,64
Hugo Grenier,63
Paul Jubb,63
Jordan Thompson,62
Justin Engel,62
Lui Maxted,62
Lucio Ratti,62
Soonwoo Kwon,61
Enrico Dalla Valle,61
Petr Nesterov,61
Nikolas Sanchez Izquierdo,61
Sascha Gueymard Wayenburg,60
Andre Ilagan,60
Alejo Sanchez Quilez,60
Thiago Seyboth Wild,59
Yu Hsiou Hsu,59
Maximus Jones,58
Quinn Vandecasteele,58
Daniel Masur,58
Thomas Faurel,58
Hiroki Moriya,58
Ioannis Xilas,58
Martin Krumich,58
Denis Yevseyev,58
Marko Topo,57
Stefan Palosi,57
Tommaso Compagnucci,57
Samuele Pieri,56
Dali Blanch,56
Jerome Kym,55
Ognjen Milic,55
Andrej Nedic,55
Digvijaypratap Singh,55
Shintaro Mochizuki,54
Henri Squire,54
Max Basing,54
Hynek Barton,54
Juan Bautista Torres,54
Emile Hudd,54
Matteo Arnaldi,53
Juan Sebastian Gomez,53
Mert Alkaya,53
Daniel Michalski,53
Valerio Aboian,53
Eliakim Coulibaly,52
Arthur Weber,52
Max Schoenhaus,52
Cyril Vandermeersch,52
Murkel Dellien,52
Robin Bertrand,52
Andrea Vavassori,51
Enzo Aguiard,51
Ivan Gakhov,51
Cannon Kingsley,51
Amir Omarkhanov,51
Arthur Cazaux,50
Taro Daniel,50
Guy Den Ouden,50
Mees Rottgering,50
Marvin Moeller,50
Duje Ajdukovic,50
Arthur Nagel,50
Sergey Fomin,49
Taha Baadi,49
Yi Zhou,48
Andres Martin,48
Dan Added,48
Gavin Young,48
Georgii Kravchenko,48
Daniel Milavsky,48
Duncan Chan,47
Adrian Boitan,46
Akira Santillan,46
Alan Fernando Rubio Fierros,46
Anton Matusevich,46
Beibit Zhukayev,46
Inaki Montes-De La Torre,45
Ivan Ivanov,45
Yaroslav Demin,45
Fares Zakaria,45
Niels Visker,45
Dan Martin,45
Daniel Dutra da Silva,45
Giles Hussey,45
Christian Langmo,45
Joao Lucas Reis Da Silva,44
Lilian Marmousez,43
Masamichi Imamura,43
Pavle Marinkov,43
Robert Strombachs,43
Samuel Vincent Ruggeri,43
Sebastian Sorger,42
Justin Boulais,42
Li Tu,42
Karlis Ozolins,42
Henry Searle,42
Paulo Andre Saraiva Dos Santos,42
Sergio Callejon Hernando,42
Karan Singh,42
Lukas Pokorny,41
Max Hans Rehberg,41
Karim Bennani,41
Francesco Forti,41
Ivan Marrero Curbelo,41
Semen Pankin,41
Marc Polmans,41
Oriol Roca Batalla,41
Lorenzo Joaquin Rodriguez,41
Andrey Chepelev,41
Aidan McHugh,40
Petr Brunclik,40
Johan Nikles,40
Daniel Rincon,40
Sidharth Rawat,40
Dimitar Kuzmanov,40
Sandro Kopp,40
Jesper de Jong,39
Olaf Pieczkowski,39
Christoph Negritu,39
Colin Sinclair,39
Leo Borg,39
Cedrik-Marcel Stebe,38
Sumit Nagal,38
Vadym Ursu,38
Matthew Dellavedova,38
Petr Bar Biryukov,38
Laurent Lokoli,37
Andrew Fenty,37
Tyler Zink,37
Alexander Binda,37
Mathys Erhard,37
Gonzalo Villanueva,37
Mats Rosenkranz,36
Mika Brunold,36
Viktor Durasovic,36
Tibo Colson,36
Matteo Covato,36
Cruz Hewitt,36
Omar Jasika,36
Harold Mayot,35
Tristan Boyer,35
Daniel De Jonge,35
Lucas Poullain,35
Sergi Perez Contri,35
Federico Iannaccone,35
Geoffrey Blancaneaux,35
Carlos Maria Zarate,35
Milos Karol,34
Anton Shepp,34
Hunter Heck,34
Jacopo Vasami,34
Maxime Chazal,34
Joaquin Aguilar Cardozo,34
Saba Purtseladze,34
Reda Bennani,34
Pedro Sakamoto,34
Dusan Obradovic,34
Johannus Monday,33
Leandro Riedi,33
Arthur Bouquier,33
Alessandro Pecci,33
Ryan Colby,33
Oskar Brostrom Poulsen,33
Matthew William Donald,33
John Echeverria,33
Robin Catry,33
Miguel Tobon,33
Maximo Zeitune,33
Lukas Klein,32
Roman Safiullin,32
Erik Arutiunian,32
Peter Makk,32
Daniel Antonio Nunez,32
Olle Wallin,32
Gilles Arnaud Bailly,32
Maxim Zhukov,32
Millen Hurrion,32
Patrick Schoen,32
Karol Filar,32
Kirill Kivattsev,32
Gabriele Piraino,32
Giulio Zeppieri,31
S D Prajwal Dev,31
Mark Lajal,31
Jacopo Berrettini,31
Patrick Zahraj,31
Matt Kuhar,31
Karl Poling,31
Carlos Taberner,30
Joshua Sheehy,30
Gianmarco Ferrari,30
George Loffhagen,30
Federico Arnaboldi,30
Yuta Shimizu,30
Mitsuki Wei Kang Leong,30
Antoine Ghibaudo,30
Joao Eduardo Schiessl,30
Tiago Pereira,30
Laslo Djere,29
Conner Huertas del Pino,29
Michael Antonius,29
Cezar Cretu,29
Matheus Pucinelli De Almeida,29
Tomasz Berkieta,29
Bruno Fernandez,29
Rudolf Molleker,29
Luca Staeheli,29
Louis Wessels,29
Santiago Rodriguez Taverna,29
David Jorda Sanchis,29
Jay Friend,28
Nicolas Moreno De Alboran,28
Alexander Donski,28
Alejandro Juan Mano,28
Marat Sharipov,28
Eero Vasa,28
Nicolas Tepmahc,28
Manish Sureshkumar,28
Dimitris Sakellaridis,28
Nikolai Barsukov,27
Yannik Kelm,27
Jack Loge,27
Ryan Nijboer,27
Ignacio Monzon,27
Viacheslav Bielinskyi,26
