Player,Points
Ognjen Milic,122
Edward Winter,121
Norbert Gombos,121
Manas Dhamne,121
Nicolas Kicker,119
Philip Sekulic,118
Jay Friend,115
Andrej Martin,115
Sebastian Sorger,115
Gabriele Piraino,115
Eduardo Ribeiro,115
Eliakim Coulibaly,114
Akira Santillan,114
Yosuke Watanuki,113
Ozan Baris,113
Marko Topo,113
Marek Gengel,113
Georgii Kravchenko,113
Kei Nishikori,111
Max Wiskandt,111
Arthur Nagel,110
Blaise Bicknell,110
Semen Pankin,109
Carlos Maria Zarate,109
Tyler Zink,109
Moez Echargui,108
Samuele Pieri,108
Dylan Dietrich,107
Daniel Michalski,107
Yannik Kelm,107
Dimitar Kuzmanov,107
Timo Legout,106
Ugo Blanchet,106
Andrey Chepelev,106
Alvaro Guillen Meza,105
Yi Zhou,104
Valerio Aboian,104
Spencer Johnson,103
Abdullah Shelbayh,103
Olle Wallin,103
Dan Added,103
Hamish Stewart,102
Justin Boulais,102
Dhakshineswar Suresh,101
Felipe Meligeni Alves,101
Hernan Casanova,100
Alafia Ayeni,100
Khumoyun Sultanov,100
Jonas Forejtek,100
Niels Visker,100
Robert Strombachs,100
Geoffrey Blancaneaux,100
Kenta Miyoshi,99
Sascha Gueymard Wayenburg,99
Raphael Perot,99
Massimo Giunta,98
Alex Martinez,97
Lui Maxted,97
Pavel Lagutin,97
Blake Ellis,96
Oleg Prihodko,96
Sergi Perez Contri,96
Karl Poling,96
Harold Mayot,95
Andrea Collarini,95
Joaquin Aguilar Cardozo,95
Eric Vanshelboim,95
Masamichi Imamura,95
Kaichi Uchida,95
Paulo Andre Saraiva Dos Santos,94
Mika Petkovic,94
Oleksii Krutykh,94
Emile Hudd,94
Quinn Vandecasteele,93
Vadym Ursu,93
Duncan Chan,92
Niels McDonald,92
Duje Ajdukovic,92
Thijs Boogaard,91
Maxime Chazal,91
Matthew William Donald,91
Izan Almazan Valiente,91
Omar Jasika,91
Paul Jubb,90
Garrett Johns,90
Patrick Schoen,89
Mika Brunold,88
Daniel Masur,88
Robin Bertrand,88
Hugo Grenier,87
Yuta Shimizu,87
Antoine Ghibaudo,87
Reda Bennani,87
Louis Wessels,87
Johannus Monday,86
Anton Shepp,86
Johan Nikles,86
Juan Cruz Martin Manzano,86
Petr Brunclik,85
Cyril Vandermeersch,85
Karim Bennani,85
Denis Yevseyev,85
Alexander Donski,84
Alex Marti Pujolras,84
Alan Magadan,84
Luca Staeheli,84
Constantin Bittoun Kouzmine,84
George Loffhagen,83
Enzo Aguiard,83
Murkel Dellien,83
Moerani Bouzige,83
Luka Mikrut,82
Maximus Jones,82
Marat Sharipov,82
Andrew Fenty,82
Trevor Svajda,81
Li Tu,81
Ivan Ivanov,81
Hiroki Moriya,81
Colin Sinclair,81
Tai Sach,81
Benjamin Hassan,80
Daniel Siniakov,80
Federico Arnaboldi,80
Vladyslav Orlov,79
Evan Zhu,79
Aziz Ouakaa,79
Beibit Zhukayev,78
Miguel Tobon,78
Bor Artnak,77
Alex Hernandez,77
Tibo Colson,76
Jie Cui,76
Romain Faucon,76
Yasutaka Uchiyama,75
Koki Matsuda,75
Gavin Young,75
Peter Makk,74
Jack Loge,74
Rudolf Molleker,73
M Rifki Fitriadi,73
Fausto Tabacco,73
Gianmarco Ferrari,72
Dragos Nicolae Madaras,72
Ioannis Xilas,72
Gilles Arnaud Bailly,72
Dusan Obradovic,72
Jason Kubler,71
Daniel Dutra da Silva,71
Gerard Campana Lee,71
Filip Jeff Planinsek,71
Lorenzo Joaquin Rodriguez,71
Adrian Boitan,70
Sergio Callejon Hernando,70
Ryan Nijboer,70
Viktor Durasovic,70
Mitsuki Wei Kang Leong,70
Alexander Binda,70
Pierluigi Basile,69
Stefan Palosi,69
Digvijay Pratap Singh,69
Yassine Dlimi,68
Nikita Mashtakov,68
Eero Vasa,68
Christian Langmo,68
Keegan Rice,67
Lilian Marmousez,67
Mateus Alves,67
Luca Wiedenmann,67
Carlos Taberner,66
Paul Inchauspe,66
