Player,Points
Luciano Emanuel Ambrogi,53
Arthur Weber,52
Gonzalo Bueno,52
Andrea Vavassori,51
Samuele Pieri,51
Tai Sach,51
Guy Den Ouden,50
Yasutaka Uchiyama,50
Cyril Vandermeersch,50
Darwin Blanch,49
Max Schoenhaus,49
Justin Engel,49
Alex Barrena,49
Robin Bertrand,49
Alafia Ayeni,48
Pablo Llamas Ruiz,48
Henri Squire,48
Eliakim Coulibaly,48
Sergey Fomin,48
Gavin Young,48
Duncan Chan,47
Ognjen Milic,47
Gauthier Onclin,47
Daniel Michalski,47
Hiroki Moriya,47
Georgii Kravchenko,47
Cannon Kingsley,47
Shintaro Mochizuki,46
Sascha Gueymard Wayenburg,46
Akira Santillan,46
Adrian Boitan,45
Quinn Vandecasteele,45
Daniel Dutra da Silva,45
Yi Zhou,44
Ivan Gakhov,44
Dan Added,44
Alan Fernando Rubio Fierros,44
Lucio Ratti,44
Daniel Milavsky,44
Niels Visker,44
Lilian Marmousez,43
Nikoloz Basilashvili,43
Mert Alkaya,43
Andre Ilagan,43
Matej Dodig,43
Valerio Aboian,43
Christian Langmo,43
Giles Hussey,42
Lukas Pokorny,41
Andrej Nedic,41
Max Hans Rehberg,41
Tommaso Compagnucci,41
Yaroslav Demin,41
Juan Bautista Torres,41
Andrey Chepelev,41
Dominic Stricker,40
Aidan McHugh,40
Yu Hsiou Hsu,40
Petr Brunclik,40
Martin Landaluce,40
Jonas Forejtek,40
Anton Matusevich,39
Raul Brancaccio,39
Cedrik-Marcel Stebe,38
Vadym Ursu,38
Petr Bar Biryukov,38
Luka Pavlovic,37
Semen Pankin,37
Robert Strombachs,37
Samuel Vincent Ruggeri,37
Fares Zakaria,37
Alejo Sanchez Quilez,37
Mats Rosenkranz,36
Justin Boulais,36
Martin Krumich,36
Sandro Kopp,36
Harold Mayot,35
Mees Rottgering,35
Tristan Boyer,35
Kimmer Coppejans,35
Li Tu,35
Matias Soto,35
Oriol Roca Batalla,35
Emile Hudd,35
Geoffrey Blancaneaux,35
Juan Pablo Ficovich,34
Hynek Barton,34
Beibit Zhukayev,34
Joaquin Aguilar Cardozo,34
Duje Ajdukovic,34
Saba Purtseladze,34
Murkel Dellien,34
Pedro Sakamoto,34
Rodrigo Pacheco Mendez,34
Mathys Erhard,34
Dusan Obradovic,34
Johannus Monday,33
Mika Brunold,33
Leandro Riedi,33
Arthur Bouquier,33
Lucas Poullain,33
Matteo Covato,33
Reda Bennani,33
Lukas Klein,32
Erik Arutiunian,32
Olaf Pieczkowski,32
Ryan Colby,32
Olle Wallin,32
Joao Lucas Reis Da Silva,32
Federico Iannaccone,32
Giulio Zeppieri,31
Daniel De Jonge,31
Laurent Lokoli,31
Masamichi Imamura,31
Oskar Brostrom Poulsen,31
S D Prajwal Dev,31
Jacopo Berrettini,31
Mark Lajal,31
Dan Martin,31
Gonzalo Villanueva,31
Carlos Taberner,30
Joshua Sheehy,30
Milos Karol,30
Gianmarco Ferrari,30
George Loffhagen,30
Sumit Nagal,30
Karol Filar,30
Alexander Binda,30
Matt Kuhar,30
Gabriele Piraino,30
Laslo Djere,29
Cezar Cretu,29
Matheus Pucinelli De Almeida,29
Tomasz Berkieta,29
Dimitar Kuzmanov,29
Amir Omarkhanov,29
Karl Poling,29
Nicolas Moreno De Alboran,28
Maxime Chazal,28
Jay Friend,28
Lukas Neumayer,28
Federico Arnaboldi,28
Alejandro Juan Mano,28
Marc Polmans,28
Marat Sharipov,28
Arthur Nagel,28
Omar Jasika,28
Dimitris Sakellaridis,28
Matteo Arnaldi,27
Daniel Antonio Nunez,27
Ivan Marrero Curbelo,27
Christoph Negritu,27
Tibo Colson,27
Nikolai Barsukov,27
John Echeverria,27
Karlis Ozolins,27
Rudolf Molleker,27
Karan Singh,27
Sergi Perez Contri,27
Louis Wessels,27
Enzo Aguiard,26
Sebastian Sorger,26
Alexander Donski,26
Patrick Schoen,26
Mitsuki Wei Kang Leong,26
Maximo Zeitune,26
Antoine Ghibaudo,26
Robin Catry,26
Ben Jones,26
Yannik Kelm,26
Nicolas Tepmahc,26
Ryan Nijboer,26
Jack Loge,26
Tiago Pereira,26
Jack Anthrop,25
Elmar Ejupovic,25
Manuel Plunger,25
Thanasi Kokkinakis,25
Tomas Farjat,25
Eero Vasa,25
Michele Ribecai,25
Carlos Lopez Montagud,25
Matthew William Donald,25
Oleksandr Ovcharenko,25
Luca Staeheli,25
Nicolas Kicker,25
Manish Sureshkumar,25
Yanki Erel,24
Peter Makk,24
Alex Knaff,24
Pierre Yves Bailly,24
Cruz Hewitt,24
Pavle Marinkov,24
Taha Baadi,24
Nino Ehrenschneider,24
Felix Balshaw,24
William Grant,24
Jake Delaney,24
Stefan Popovic,24
Toufik Sahtali,24
David Jorda Sanchis,24
Yuta Kawahashi,23
Kei Nishikori,23
Shunsuke Mitsui,23
Lorenzo Angelini,23
Neil Oberleitner,23
Carlos Maria Zarate,23
Lorenzo Joaquin Rodriguez,23
Sergio Callejon Hernando,23
Pierre Delage,23
Mika Petkovic,23
Izan Almazan Valiente,23
Samuel Heredia,23
Kenta Miyoshi,22
Tom Paris,22
Pedro Rodenas,22
Pawit Sornlaksup,22
Thijs Boogaard,22
Daniel Elahi Galan,22
Johan Nikles,22
Abdullah Shelbayh,22
Nitin Kumar Sinha,22
Enrico Dalla Valle,22
Ergi Kirkin,22
Yuta Shimizu,22
Philip Sekulic,22
Patrick Zahraj,22
Marvin Moeller,22
Javier Barranco Cosano,22
Joao Eduardo Schiessl,22
Felix Corwin,22
Timofei Derepasko,22
Santiago Rodriguez Taverna,22
Calvin Hemery,21
Bruno Fernandez,21
