Player,Points
Zsombor Piros,260
Alex Bolt,260
Jan-Lennard Struff,258
Francisco Comesana,256
Nikoloz Basilashvili,252
Gustavo Heide,250
Pedro Martinez,248
Marton Fucsovics,245
Vilius Gaubas,242
Zhizhen Zhang,239
Soonwoo Kwon,236
Michael Mmoh,235
Alexandre Muller,234
Kyrian Jacquet,234
Sho Shimabukuro,234
Chris Rodesch,234
Nicolas Mejia,232
Gauthier Onclin,229
Pol Martin Tiffon,225
Eliot Spizzirri,223
Kamil Majchrzak,222
Dalibor Svrcina,222
Roberto Bautista Agut,210
Federico Cina,207
Andrea Guerrieri,207
Jenson Brooksby,205
Nicolai Budkov Kjaer,203
Leandro Riedi,203
Jack Pinnington Jones,202
Daniil Glinka,202
Jurij Rodionov,201
Reilly Opelka,200
Henrique Rocha,199
Dusan Lajovic,198
Tomas Barrios Vera,197
Pavel Kotov,196
Joel Schwaerzler,196
Zdenek Kolar,196
Lorenzo Sonego,195
Gabriel Diallo,195
Patrick Kypson,193
Christopher O'Connell,192
Clement Tabur,191
Liam Broady,189
Stefano Travaglia,188
Juan Carlos Prado Angelo,186
Raul Brancaccio,184
Arthur Fery,183
Rio Noguchi,182
Stefanos Sakellaridis,181
Laslo Djere,178
Stefan Dostanic,177
Clement Chidekh,176
Keegan Smith,176
Felix Gill,175
Lloyd Harris,174
Lautaro Midon,173
Nikolas Sanchez Izquierdo,172
Jan Choinski,171
Alexis Galarneau,170
Buvaysar Gadamauri,169
Federico Agustin Gomez,166
Max Alcala Gurri,164
Guido Ivan Justo,164
Moise Kouame,163
Stefan Kozlov,163
Pierre-Hugues Herbert,160
Lukas Neumayer,160
Franco Roncadelli,158
Alastair Gray,158
Tristan Schoolkate,157
Marco Cecchinato,157
Aleksandar Vukic,156
Max Houkes,156
Luka Pavlovic,153
Timofey Skatov,153
Filip Cristian Jianu,152
Stefano Napolitano,150
Andy Andrade,147
Jay Clarke,147
Luca Nardi,145
Ilia Simakin,145
Yunchaokete Bu,144
Elias Ymer,143
Florent Bax,143
Michael Zheng,142
Harry Wendelken,141
Diego Dedura,141
Gael Monfils,140
Darwin Blanch,139
Juan Pablo Varillas,138
Liam Draxl,137
Juan Manuel La Serna,137
Kimmer Coppejans,136
Sergey Fomin,134
Edas Butvilas,131
David Jorda Sanchis,131
Frederico Ferreira Silva,131
Mackenzie McDonald,130
Hugo Gaston,130
James McCabe,130
Facundo Mena,130
Gonzalo Bueno,128
Matias Soto,127
Andrej Nedic,127
Mikhail Kukushkin,127
Braden Shick,125
Chun-Hsin Tseng,124
Hayato Matsuoka,124
Michael Geerts,123
Pedro Boscardin Dias,120
Thomas Faurel,119
Juan Pablo Ficovich,118
Thiago Monteiro,118
Tung-Lin Wu,118
Charles Broom,118
Tom Gentzsch,118
Jesper de Jong,117
August Holmgren,117
Fajing Sun,115
Rodrigo Pacheco Mendez,114
Jacob Fearnley,113
Roberto Carballes Baena,113
Alejandro Moro Canas,113
Maks Kasnikowski,113
Francesco Passaro,112
Tristan Boyer,112
Dali Blanch,112
Colton Smith,111
Remy Bertola,111
Otto Virtanen,110
Marek Gengel,109
Juan Bautista Torres,108
Franco Agamenone,108
Mili Poljicak,106
Philip Sekulic,106
Petr Nesterov,106
Calvin Hemery,105
Billy Harris,104
Jack Kennedy,104
Max Schoenhaus,104
Murphy Cassone,103
Inaki Montes-De La Torre,102
Marc-Andrea Huesler,102
Juncheng Shang,100
Michele Ribecai,100
Hynek Barton,100
Juan Estevez,100
Petr Bar Biryukov,100
Blaise Bicknell,98
Anton Matusevich,98
Genaro Alberto Olivieri,97
Jonas Forejtek,97
Vitaliy Sachko,96
Igor Marcondes,96
Grigor Dimitrov,95
Manas Dhamne,95
Kaichi Uchida,95
Joao Lucas Reis Da Silva,94
Mert Alkaya,94
Filippo Romano,94
Alafia Ayeni,93
Ugo Blanchet,93
Miguel Damas,93
Andrea Collarini,91
Philip Henning,91
Oriol Roca Batalla,90
Federico Bondioli,90
Dominic Stricker,88
Ognjen Milic,88
Matteo Martineau,88
Blake Ellis,87
Eduardo Ribeiro,87
Lorenzo Giustino,87
Martin Krumich,87
Valerio Aboian,87
Henry Searle,85
Alvaro Guillen Meza,85
Carlos Sanchez Jover,85
Hamish Stewart,84
Luciano Emanuel Ambrogi,84
Florian Broska,83
Lucio Ratti,83
Henri Squire,82
Eliakim Coulibaly,81
Li Tu,81
Yu Hsiou Hsu,81
Tommaso Compagnucci,81
Andre Ilagan,81
Enrico Dalla Valle,80
Yosuke Watanuki,79
Alex Martinez,78
Cyril Vandermeersch,78
Thiago Seyboth Wild,77
Semen Pankin,77
Maximus Jones,77
Akira Santillan,77
Murkel Dellien,77
Alejo Sanchez Quilez,77
Tibo Colson,76
Bernard Tomic,76
Daniel Rincon,76
Paul Jubb,76
Mees Rottgering,75
Yasutaka Uchiyama,75
Anton Shepp,75
Alex Barrena,75
Robin Bertrand,75
Mark Lajal,74
Carl Emil Overbeck,74
Beibit Zhukayev,74
Matej Dodig,73
Max Hans Rehberg,73
Andrej Martin,72
Francesco Forti,72
Oliver Crawford,72
Jason Kubler,71
Sean Cuenin,71
Maxim Mrva,71
Niels Visker,71
Daniel Masur,71
Marko Topo,70
Denis Yevseyev,70
Jacopo Vasami,69
Colin Sinclair,69
Nick Hardt,68
Lucas Poullain,68
Sascha Gueymard Wayenburg,68
Tai Sach,68
Moerani Bouzige,68
Robert Strombachs,67
Daniel Milavsky,67
Quinn Vandecasteele,66
Giles Hussey,66
Oleg Prihodko,65
Daniel Michalski,65
Tyler Zink,65
Arthur Nagel,65
Cannon Kingsley,65
Emile Hudd,65
Tiago Pereira,65
Ilya Ivashka,64
Dragos Nicolae Madaras,64
Samuele Pieri,64
Hiroki Moriya,64
Andrea Vavassori,63
Taro Daniel,63
Hugo Grenier,63
Johan Nikles,63
Jordan Thompson,62
Guy Den Ouden,62
Lui Maxted,62
Ivan Marrero Curbelo,62
Hyeon Chung,62
Justin Engel,62
Carlos Maria Zarate,62
Ioannis Xilas,62
Lilian Marmousez,61
Yanki Erel,61
Justin Boulais,61
Sergi Perez Contri,61
Daniel Dutra da Silva,61
Georgii Kravchenko,61
Gonzalo Villanueva,61
Matthew Dellavedova,61
Antoine Ghibaudo,60
Karan Singh,60
Enzo Aguiard,59
Stefan Palosi,59
Arthur Weber,59
Jie Cui,59
Digvijaypratap Singh,59
Juan Sebastian Gomez,58
Kilian Feldbausch,58
Karim Bennani,58
Matthew William Donald,58
Federico Arnaboldi,58
Duje Ajdukovic,58
Maxime Chazal,57
Sumit Nagal,57
Marat Sharipov,57
John Echeverria,57
Garrett Johns,57
Masamichi Imamura,56
Andres Martin,56
Mitsuki Wei Kang Leong,56
Sandro Kopp,56
Christian Langmo,56
Andrey Chepelev,56
Jerome Kym,55
Daniel Siniakov,55
Max Basing,55
Ivan Gakhov,55
Felix Balshaw,55
Dimitar Kuzmanov,55
Shintaro Mochizuki,54
Petr Brunclik,54
Matheus Pucinelli De Almeida,54
Daniel Elahi Galan,54
Laurent Lokoli,54
Marvin Moeller,54
Miguel Tobon,54
Tiago Torres,54
Alex Marti Pujolras,53
Luca Castelnuovo,53
Nerman Fatic,53
Yuta Shimizu,53
Alexander Binda,53
Iliyan Radulov,52
Yi Zhou,52
Adrian Boitan,52
Michael Bassem Sobhy,52
Vadym Ursu,52
Amir Omarkhanov,52
Fares Zakaria,52
Lorenzo Joaquin Rodriguez,52
Cezar Cretu,51
Ryan Colby,51
Sergio Callejon Hernando,51
Arthur Cazaux,50
Taha Baadi,50
Ivan Ivanov,50
Gabriele Piraino,50
Geoffrey Blancaneaux,50
Marc Polmans,49
Alex Hernandez,49
Dan Added,49
Mathys Erhard,49
Toufik Sahtali,49
Hernan Casanova,48
Gilles Arnaud Bailly,48
Gavin Young,48
Jake Delaney,48
Cruz Hewitt,48
Dan Martin,48
Duncan Chan,47
Mika Brunold,47
Pavle Marinkov,47
Sidharth Rawat,47
Eero Vasa,47
Eric Vanshelboim,47
Patrick Zahraj,47
Aziz Ouakaa,47
Alan Fernando Rubio Fierros,46
Yaroslav Demin,46
Joao Domingues,46
Paulo Andre Saraiva Dos Santos,46
Romain Faucon,46
Pedro Sakamoto,46
Rudolf Molleker,45
Mika Petkovic,45
Samuel Vincent Ruggeri,45
Kasidit Samrej,45
Izan Almazan Valiente,45
Lukas Pokorny,44
Moez Echargui,44
Reda Bennani,44
Jack Loge,44
Federico Iannaccone,44
Massimo Giunta,43
Lorenzo Carboni,43
Leonardo Rossi,43
Sebastian Sorger,42
Karlis Ozolins,42
Olle Wallin,42
Corentin Denolly,42
Alessandro Pecci,42
Juan Cruz Martin Manzano,42
Giuseppe La Vela,42
Patrick Schoen,42
Luca Wiedenmann,42
Leo Borg,42
Santiago Rodriguez Taverna,42
Gianmarco Ferrari,41
Benjamin Hassan,41
Andrew Fenty,41
Millen Hurrion,41
Nicolas Kicker,41
Nino Ehrenschneider,41
Manish Sureshkumar,41
Johannus Monday,40
Aidan McHugh,40
Koki Matsuda,40
Matteo Covato,40
Andreja Petrovic,40
Maximo Zeitune,40
Thanasi Kokkinakis,39
Olaf Pieczkowski,39
Christoph Negritu,39
