Player,Points
Alex Martinez,78
Thiago Seyboth Wild,77
Federico Bondioli,77
Tibo Colson,76
Hynek Barton,76
Akira Santillan,76
Luciano Emanuel Ambrogi,76
Inaki Montes-De La Torre,75
Mees Rottgering,75
Yasutaka Uchiyama,75
Alex Barrena,75
Paul Jubb,75
Mark Lajal,74
Carl Emil Overbeck,74
Anton Matusevich,74
Beibit Zhukayev,74
Matej Dodig,73
Oriol Roca Batalla,73
Murkel Dellien,73
Robin Bertrand,73
Andrej Martin,72
Ognjen Milic,72
Oliver Crawford,72
Jason Kubler,71
Sean Cuenin,71
Petr Nesterov,71
Niels Visker,71
Marko Topo,70
Bernard Tomic,70
Daniel Masur,70
Francesco Forti,69
Maximus Jones,69
Juan Bautista Torres,69
Sascha Gueymard Wayenburg,68
Colin Sinclair,68
Max Hans Rehberg,66
Daniel Milavsky,66
Tai Sach,66
Giles Hussey,66
Jacopo Vasami,65
Maxim Mrva,65
Oleg Prihodko,65
Robert Strombachs,65
Cannon Kingsley,65
Enrico Dalla Valle,64
Dragos Nicolae Madaras,64
Cyril Vandermeersch,64
Dali Blanch,64
Alejo Sanchez Quilez,64
Denis Yevseyev,64
Hiroki Moriya,64
Andrea Vavassori,63
Hugo Grenier,63
Henri Squire,63
Tyler Zink,63
Emile Hudd,63
Jordan Thompson,62
Hamish Stewart,62
Lui Maxted,62
Ivan Marrero Curbelo,62
Quinn Vandecasteele,62
Justin Engel,62
Carlos Maria Zarate,62
Ioannis Xilas,62
Yanki Erel,61
Lucas Poullain,61
Justin Boulais,61
Tommaso Compagnucci,61
Samuele Pieri,61
Johan Nikles,60
Anton Shepp,60
Karan Singh,60
Enzo Aguiard,59
Stefan Palosi,59
Jie Cui,59
Hyeon Chung,59
Digvijaypratap Singh,59
Daniel Dutra da Silva,59
Juan Sebastian Gomez,58
Antoine Ghibaudo,58
Matthew William Donald,58
Taro Daniel,57
Guy Den Ouden,56
Karim Bennani,56
Duje Ajdukovic,56
Sandro Kopp,56
Jerome Kym,55
Max Basing,55
Arthur Weber,55
Ivan Gakhov,55
Federico Arnaboldi,55
Garrett Johns,55
Shintaro Mochizuki,54
Sumit Nagal,54
Andres Martin,54
John Echeverria,54
Luca Castelnuovo,53
Masamichi Imamura,53
Yuta Shimizu,53
Daniel Michalski,53
Marvin Moeller,53
David Jorda Sanchis,53
Daniel Siniakov,52
Yi Zhou,52
Semen Pankin,52
Amir Omarkhanov,52
Lorenzo Joaquin Rodriguez,52
Andrey Chepelev,52
Sergio Callejon Hernando,51
Fares Zakaria,51
Arthur Nagel,51
Christian Langmo,51
Arthur Cazaux,50
Matheus Pucinelli De Almeida,50
Taha Baadi,50
Daniel Rincon,50
Alexander Binda,50
Georgii Kravchenko,50
Petr Bar Biryukov,50
Laslo Djere,49
Kilian Feldbausch,49
Alex Marti Pujolras,49
Cezar Cretu,49
Nerman Fatic,49
Marc Polmans,49
Maxime Chazal,49
Mathys Erhard,49
Hernan Casanova,48
Adrian Boitan,48
Gavin Young,48
Dan Added,48
Duncan Chan,47
Lilian Marmousez,47
Mika Brunold,47
Ivan Ivanov,47
Pavle Marinkov,47
Sergi Perez Contri,47
Dimitar Kuzmanov,47
Dan Martin,47
Alan Fernando Rubio Fierros,46
Eric Vanshelboim,46
Miguel Tobon,46
Pedro Sakamoto,46
Patrick Zahraj,46
Matthew Dellavedova,46
Rudolf Molleker,45
Yaroslav Demin,45
Mika Petkovic,45
Vadym Ursu,45
Cruz Hewitt,45
Samuel Vincent Ruggeri,45
Toufik Sahtali,45
Aziz Ouakaa,45
Daniel Elahi Galan,44
Moez Echargui,44
Jack Loge,44
Izan Almazan Valiente,44
Nick Hardt,43
Sidharth Rawat,43
Tiago Torres,43
Gonzalo Villanueva,43
Moerani Bouzige,43
Lukas Pokorny,42
Sebastian Sorger,42
Karlis Ozolins,42
Olle Wallin,42
Corentin Denolly,42
Paulo Andre Saraiva Dos Santos,42
Patrick Schoen,42
Reda Bennani,42
Leo Borg,42
Santiago Rodriguez Taverna,42
Alessandro Pecci,41
Giuseppe La Vela,41
Alex Hernandez,41
Kasidit Samrej,41
Mitsuki Wei Kang Leong,41
Geoffrey Blancaneaux,41
Federico Iannaccone,41
Aidan McHugh,40
Koki Matsuda,40
Petr Brunclik,40
Gianmarco Ferrari,40
Matteo Covato,40
Felix Balshaw,40
Andrew Fenty,40
Luca Wiedenmann,40
Andreja Petrovic,40
Olaf Pieczkowski,39
Christoph Negritu,39
Cedrik-Marcel Stebe,38
Laurent Lokoli,38
Oskar Brostrom Poulsen,38
Millen Hurrion,38
Nicolas Villalon,38
Joao Eduardo Schiessl,38
Hikaru Shiraishi,38
Omar Jasika,38
Conner Huertas del Pino,37
Tristan Boyer,37
Hunter Heck,37
Bruno Fernandez,37
Maximo Zeitune,37
Lorenzo Carboni,37
Dusan Obradovic,37
Nicolas Tepmahc,37
Mats Rosenkranz,36
Daniel Antonio Nunez,36
Gilles Arnaud Bailly,36
Viktor Durasovic,36
Eero Vasa,36
Robin Catry,36
Massimo Giunta,36
Karl Poling,36
Harold Mayot,35
